customer_message,agent_response,company
"Flight got delayed 😩 But I got a travel voucher & I’m now enjoying an adult beverage in a restaurant that plays classic rock, so it could be worse.",Thanks for hanging in there with us! We appreciate your patience today.,SouthwestAir
this is what $8 gets you on your flights. I think I should have bought a drink instead. #wifi #whatmillennialswant,"We're sorry for letting you down, Sly. Please DM the email address associated with your transaction if we can follow-up.",SouthwestAir
"When usually the things you hear online about Airlines are bad, I just want to reach out and say the lady who helped us today from Alaska was the nicest person I’ve ever dealt with she turned an incredible stressful situation for us into a good experience thank you",Thank you so much for your kind words. -Andre,AlaskaAir
departed 7 min late due to train crew being in the wrong place at the wrong time 🙄 Or sub optimal planning?,This will be due to the earlier delays on the line. Sorry for your experience while travelling with us today,VirginTrains
why is my order at my local courier for the last 6 days and still hasn’t been delivered to me? Over 1 week late 😡,I'm sorry for the wait. Please reach out to us so we can take a closer look at this delivery:,AmazonHelp
Just witnessed a guy hold a broom over the cooking meat to remove vents above it. Dirt literally fell on the meat.🤢#nothanks,That's really concerning--would you tell us at -Patrick,ChipotleTweets
Dear forword my msg customer team.now call me back.9773388355/7666616852,Sorry for the miscommunication. We informed you to request for call back in the mail so that we can get in touch with you.(1/2),AmazonHelp
"Nun gut, ich probiere es mal und gehe dann auch erstmal ins Bett, danke für die Antworten erstmal 😃",Sehr gerne :) Sag Bescheid ob es geklappt hat und gute Nacht! Lieben Gruß,AmazonHelp
Hey just sent you a DM about a connectivity issue. Thanks.,Hi! We have replied to your DM. Thank you! -Nichole,CoxHelp
6s plus iOS 11.03,Do you notice this display issue with any other apps?,AppleSupport
"what are you doing? Delivery hasn't been made yet, order id# 919109968190. Please look into it and resolve it asap.",I'd like to investigate this and assist you with it. Kindly provide your details here:,AmazonHelp
kinda suxs you can’t get a refund after 5 min of play unless part of insiders club or twitter friends with MS execs. Sorry for not knowing secret handshake ¯\_(ツ)_/¯,"Hello! For refund inquiries, check here: or reach out chat support here: for more info.",XboxSupport
reach me through this no.0743442180,"We have tried calling that number, please advise when available we call you again.",Safaricom_Care
"Hi, I cannot connect to my Uber account because it is asking me to verify the account by sending a code to a number that is no longer valid. How can I turn off the need for verification so that i can connect and update my phone number?",We're here to help! Send us a note at so we can assist.,Uber_Support
"Just got pulled over by ATL airport security & was told that I had to have a special badge to pick-up passengers. Almost got 2 citations because of it. Apparently, didn’t think to tell drivers this. Awesome. 😠",We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,Uber_Support
"Hi, after leaving me on D phone on hold 4 over 20 minutes, she dropped the my call & never bothered to return to let me know but insisted my delivery will come by 9pm last night even though I repeated “nobody delivers round here at that time”! Really upset about her attitude","I am sorry to hear about this, Fatima. What day was your order scheduled to be delivered? Has the tracking on your order been updated?",AmazonHelp
"Hi - habt ihr gerade Schwierigkeiten? App auf #PS4 und SmartTV geht nicht, iPad ewige Latenz (seit gestern 2200uhr)","Sind gerade dabei, dies zu prüfen. Bitte hab ein wenig Geduld, wir arbeiten dran. Liebe Grüße",AmazonHelp
Cabreadisimo 😠😠😠 con por el cobro de una subcripcion que no ice y yo aora que ago con quien lo pago.espero que #Amazon me de la devolución del dinero rapido o una solución.esperar me toca 🤔😣😯,"Hola Julen, lamento las molestias. ¿Te suscribiste al período de prueba gratis de Amazon Prime? ¿Ya cancelaste la suscripción a través del sitio web?",AmazonHelp
"Sure thing pal, chucked some sweet chilli sauce on there instead went down a treat","Thanks! If you DM over your full name and Nectar card using the link below, I'll pop some points on and feed this back for you. Marc",sainsburys
"My father did tell one of the employees, he was ignored & told he had to wait online. A wheelchair was never offered.",I'm sorry to hear that. Is he in line now?,SouthwestAir
Couldn’t find anyone. Very annoyed by their antics.,"Sorry to hear that, the Train Manager should be making their way through",VirginTrains
My eyes buggin out cause of this dumb shit can y’all fix this shit in a simple update,Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started.,AppleSupport
you've not replied to my email and the customer service and food I received were shit is anything going to be done about it,Can you please send us a DM with more info please?,KFC_UKI_Help
your driver always marks delivery as no ones home without making an attempt to deliver. It’s bullshit use #fraud #useFedEx,Thank you for reaching out to us. Please DM us details of your concern or compliment include your tracking and phone number. Don't forget to provide your shipping address.,UPSHelp
The link does not work.Requested page cannot be found.,Oh! 😮 Let’s seek further assistance from our Answer Desk team: to take closer look on the result.,MicrosoftHelps
This crackling of sound on the new iPhone is for the birds. Fix coming soon?,"Where are you noticing the crackling? Receiver, speaker, or both?",AppleSupport
I've done all this when I go to internet restrictions it says it's on but my son can still go on the internet I don't want him to access it,Totally understand. Please check your DM's for further instructions.,AskPlayStation
Jpg. I resaved it 3x out of PS.,"Let me loop in the expert. It is after hour for the expert, they will respond ASAP back in office again, please excuse the delay.",AdobeCare
Not happy! Had an uber eats guy wake the household up at 12:30am with a delivery. After telling him he had the wrong address and trying to explain for a few minutes with him getting more and more aggressive he finally stormed off! Can drivers not check the address!?,Sorry for the confusion! Send us a DM (Direct Message) with your emails address so we can assist. Thanks!,Uber_Support
I'm sure we'd be happy to say that if that means daily non stop service to London. 😉,"We'll certainly pass your suggestion on to our Customer Experience team, Zach. ^Natalie",British_Airways
Just saw the new description. I listen to this playlist as it calms me and helps me concentrate. People talking at me does the opposite.,"2: to create playlists, but we’ll pass on your suggestion. Let us know if there's anything else we can help with /DB",SpotifyCares
"Hi, standing at one of your ticketing desks having been given the wrong info by 4 employers, being treated terribly. Utterly shocked",Which airport are you in Roxanne? Is there anything we can help with?,British_Airways
This started happening today.,"Thanks for confirming. If you go to Settings > Camera > Preserve Settings, are any of those options turned on?",AppleSupport
